"bfa.store","bfa.state","place_id","name","formatted_address","geometry.location.lat","geometry.location.lng"
"Ben and Jerrys","MO","ChIJndNHeFQ134cRZ5SW5F42x24","Ben & Jerry's","6380 Delmar Blvd, University City, MO 63130, USA","38.6557427","-90.30413469999999"
