"place_id","name","formatted_address","geometry.location.lat","geometry.location.lng"
"ChIJ_w2kWq_kwokRs5Bfht1329Y","Ben & Jerry’s","104-106 Franklin Ave, Ridgewood, NJ 07450, USA","40.9806908","-74.11738249999999"
"ChIJIW877BjxwokROK_G4z1Fe9s","Ben & Jerry’s","46 E Palisade Ave, Englewood, NJ 07631, USA","40.89294810000001","-73.97357579999999"
"ChIJpZ5qNWtYwokRbQV2gMAcozA","Ben & Jerry’s","22 Riverwalk Pl, West New York, NJ 07093, USA","40.7819601","-74.0064396"
"ChIJPYzVLsz3wokReiQ90ljbrP4","Ben & Jerry's","339 River Rd, Edgewater, NJ 07020, USA","40.80803239999999","-73.988109"
"ChIJC8XsBOBZwokROLpgKIllnfk","Ben & Jerry’s","405 Washington St, Hoboken, NJ 07030, USA","40.7414305","-74.0294837"
"ChIJ35k2hRYAwYkRTV8lBA8SF3A","Ben & Jerry's","600 N Bay Ave, Beach Haven, NJ 08008, USA","39.56737800000001","-74.2377453"
"ChIJnbZpIa5TwokRNWdHmU5FIpI","Ben & Jerry's","3 Brewster Road Terminal A Space A1T, Newark, NJ 07114, United States","40.6874294","-74.18226179999999"
"ChIJW37To0zuwIkRuaMvh_6wjIo","Ben & Jerry's","1 Borgata Way, Atlantic City, NJ 08401, USA","39.378328","-74.435245"
"ChIJ9_AX9opUv4kRC2oB8VT_vAA","Ben & Jerry’s","414 Washington St, Cape May, NJ 08204, USA","38.9324624","-74.9227514"
"ChIJz9v-jzDGxokR9yD9FTpJduQ","Ben & Jerry’s","1726 Sansom St, Philadelphia, PA 19103, USA","39.9507622","-75.1698598"
"ChIJh_oPAu1SwokRjHB2_wy8oMM","Ben & Jerry's","Newark, NJ 07114, USA","40.686896","-74.18560409999999"
"ChIJfVbEpmgMIocRAxThYG055ls","Ben E Keith Foods New Mexico","3205 Broadway Blvd SE, Albuquerque, NM 87105, USA","35.047547","-106.647121"
"ChIJ6UXwZbQKIocR123-FZM4rtc","Ben & Jerry's","2533 Virginia St NE # G, Albuquerque, NM 87110, USA","35.1103683","-106.5536654"
"ChIJ26yw4lRYwokRoL5lvlJD3SI","Ben & Jerry's","200 W 44th St, New York, NY 10036, USA","40.7574529","-73.9867106"
"ChIJGbPhVST2wokRWmnnL7I8A2I","Ben & Jerry's","2722 Broadway, New York, NY 10025, USA","40.7997286","-73.96785369999999"
"ChIJ5W8bg1RYwokRcZBEmpzwRYg","Ben & Jerry's","Rockefeller Plaza, Concourse Level, New York, NY 10020, USA","40.758944","-73.979351"
"ChIJl-3rf5xZwokR-e0Dk--zFbo","Ben & Jerry's","24 St Marks Pl, New York, NY 10003, USA","40.72892","-73.98873999999999"
"ChIJpZ5qNWtYwokRbQV2gMAcozA","Ben & Jerry’s","22 Riverwalk Pl, West New York, NJ 07093, USA","40.7819601","-74.0064396"
"ChIJC8XsBOBZwokROLpgKIllnfk","Ben & Jerry’s","405 Washington St, Hoboken, NJ 07030, USA","40.7414305","-74.0294837"
"ChIJPYzVLsz3wokReiQ90ljbrP4","Ben & Jerry's","339 River Rd, Edgewater, NJ 07020, USA","40.80803239999999","-73.988109"
"ChIJLWklcJddwokRYSkeV8wVsx0","Ben & Jerry's","2784 Linden Blvd, Brooklyn, NY 11208, USA","40.6690595","-73.8617711"
"ChIJIW877BjxwokROK_G4z1Fe9s","Ben & Jerry’s","46 E Palisade Ave, Englewood, NJ 07631, USA","40.89294810000001","-73.97357579999999"
